"","geohash","observed","knn_predict","arima_predict","smooth_predict"
"5528","dr72j1c",0,-0.0175280898876405,0,2.63833922359297e-05
"5529","dr72j1d",0,-0.248539325842697,-0.0231968845012465,-0.0293858876064298
"5530","dr72j1e",0,2.70337078651685,0.45729346122188,0.375151231924343
"5531","dr72j1f",0,0.00764044943820225,0,-4.6351415883219e-16
"5532","dr72j1g",0,0.330337078651685,0.0157303370785372,0.00782036428998329
"5533","dr72j1h",-5,-4.01752808988764,-12.2718612434785,-11.8146581065201
"5534","dr72j1j",0,-1.72494382022472,1.32204621840796,1.04957035384171
"5535","dr72j1k",-10,-3.7276404494382,-14.3556237625924,-14.2042126867273
"5536","dr72j1m",-9,-5.79820224719101,-10.0100726780534,-9.71982475099553
"5537","dr72j1n",0,2.39550561797753,0.146067415730337,-0.122871320445101
"5538","dr72j1p",1,0.623820224719101,2.06394482138225,2.05785132085844
"5539","dr72j1q",0,-1.79595505617978,-0.565521949385127,-0.379015648188421
"5540","dr72j1r",0,0.666067415730337,0.440449438202323,0.375123820303992
"5541","dr72j1s",1,-3.88359550561798,0.424921430567173,0.188505073841081
"5542","dr72j1t",-12,-3.5514606741573,-9.12962659303038,-9.41201002934347
"5543","dr72j1u",1,0.184719101123596,1.14185051818919,1.26752158817541
"5544","dr72j1v",-1,-2.25707865168539,-1.93355108310061,-2.12906549838488
"5545","dr72j1w",-1,-2.2885393258427,-0.991979952816299,-1.27156459327734
"5546","dr72j1x",0,0.161348314606742,-0.296032967555907,-0.293648871012296
"5547","dr72j1y",-2,-0.878202247191011,-3.25442996108622,-3.2486884470174
"5548","dr72j1z",0,-0.607640449438202,-0.0711178352338886,-0.0498964259610472
"5549","dr72j20",8,3.65573033707865,6.7557943972147,6.86740843975999
"5550","dr72j21",0,2.3847191011236,0.289887640449438,0.127670070359242
"5551","dr72j22",10,3.3914606741573,8.49536024815116,7.76567121020017
"5552","dr72j23",1,3.08089887640449,1.44405226905108,1.47991746905212
"5553","dr72j24",-1,0.740224719101124,-1.28724223813798,-1.27530306622671
"5554","dr72j25",0,0.97752808988764,0.389559731812168,0.383529424292768
"5555","dr72j26",1,0.532584269662921,-1.7070017672977,-1.69274811819087
"5556","dr72j27",0,0.0435955056179776,-0.747993292766197,-1.05850703314303
"5557","dr72j28",0,2.56,-0.366048252881062,-0.589708426521756
"5558","dr72j29",3,1.17168539325843,2.79134133667971,2.2451362589807
"5559","dr72j2b",-1,0.133483146067416,-0.357355269875496,-0.187461159728299
"5560","dr72j2c",0,0.743820224719101,0.0716855831079658,0.0353673167577055
"5561","dr72j2d",-1,0.73123595505618,-0.271779988129588,-0.31673851392135
"5562","dr72j2e",0,-0.492584269662921,-0.72133348030589,-0.730290679770528
"5563","dr72j2f",1,0.145168539325843,0,0.107618061414339
"5564","dr72j2g",0,-0.220224719101124,-0.220224719101124,-0.258906906814112
"5565","dr72j2h",0,0.177078651685393,0.0157586071225158,0.000538401755413708
"5566","dr72j2j",0,0.00584269662921348,0,-9.57749318741634e-09
"5567","dr72j2k",0,-0.164044943820225,0,6.80559030800199e-08
"5568","dr72j2m",0,-0.00269662921348315,7.74089767718518e-29,-1.31751727047685e-05
"5569","dr72j2n",0,0.00179775280898876,0.00898876404493172,0.00373188421089426
"5570","dr72j2p",0,0.00224719101123596,0,-8.89343015701425e-17
"5571","dr72j2q",0,0.000449438202247191,0,-1.31925798967327e-05
"5572","dr72j2r",0,-0.00134831460674157,0,-1.3162960090877e-05
"5573","dr72j2s",0,-0.564044943820225,-0.197752808988741,-0.178246604914897
"5574","dr72j2t",0,-0.0512359550561798,0,-0.00218368252134459
"5575","dr72j2u",-2,-0.480898876404494,-1.5153006377271,-1.43190231659821
"5576","dr72j2v",0,-0.362247191011236,-0.0335007135000865,-0.0577200134617394
