"","V1","V2","V3","V4","V5","V6","V7"
"1",1.38205189409422,1.1259212998449,1.15983312771357,1.43859408182717,1.41115270958141,1.57245351827211,1.64200081742441
"2",0.952214775849932,0.762278529603149,1.2635874431589,1.38979767881795,1.24171567944003,1.43967462764527,1.56478469597564
"3",0.959073198811599,0.677199468951584,1.22624099880329,0.992666073073134,1.11922784023378,1.39070748180234,1.6036004949182
"4",0.830637949170152,0.58427641352216,0.789488486212186,0.825524194344021,0.940870312165658,1.32252621275083,1.57209684195605
"5",0.756499305879719,0.567995247797183,0.631095298485007,0.72006432017239,0.909423141731557,1.47505250888711,1.53473579231386
"6",0.598198273120075,0.498752553053621,0.599569540366898,0.672744639294404,0.805843950977641,1.84559619351829,1.51011431881848
"7",0.509335479684304,0.46712800658665,0.577148365795586,0.584633288567661,0.754289879794348,1.70435641477035,1.74237641552228
"8",0.544440247543637,0.468845971439037,0.587572215112605,0.54932945858624,0.651829896624029,1.46736526502603,1.64362468701403
"9",0.561618160066367,0.454719682367927,0.559028291571904,0.608100894112368,0.630129635999328,1.04673546737296,1.1631592531354
"10",0.480523750298815,0.445873698632349,0.488776964208368,0.498488419574077,0.539199093468899,0.667593380130247,0.721670589894729
"11",0.536413705463204,0.495555824759985,0.584988507684048,0.562528687605276,0.592533150223118,0.539891793791406,0.569790850404129
"12",0.847913264054365,0.802793171236825,0.969094908856418,1.12931808583139,0.931558139253018,0.538834975305341,0.521510629876984
"13",1.03151701418326,1.0882818228145,1.15439870544604,1.42805481068714,1.00261928955783,0.592220487915072,0.536358115373707
"14",1.29672842655813,1.42627375723591,1.81026586964231,1.90103479937645,1.31877529936789,0.77611616930082,0.605892695159053
"15",1.35231887135821,1.60585229799233,1.84209306141567,2.07656042037894,1.4391713702192,0.942929978811808,0.678763944895406
"16",1.68447472897086,1.9592779971313,1.88168984880296,1.96949573310433,1.62938636484446,1.19104331114519,0.803691193429484
"17",1.5567718538211,1.94705549331821,1.90600560827246,1.81710406586846,1.5794744293963,1.01980054682017,0.94613660338637
"18",1.73642267503811,2.1225699673585,1.77969117847268,1.73216312758943,1.53755417308315,1.22474710467374,1.11335749464538
"19",1.65629166131377,1.89590879913353,1.71602966330669,1.74437658939964,1.46485035246836,1.22601693746785,1.11356203259768
"20",1.45830986593465,1.71464100459066,1.61083171227673,1.6428483988318,1.45271464235614,1.43276283943172,1.25728855034995
"21",1.29256292701765,1.38276857582811,1.51172187263029,1.43779676379438,1.37308204378835,1.40054372332366,1.25465944230395
"22",1.3181685357075,1.35204481754619,1.49394927917345,1.45367728795134,1.32676020249731,1.43009978749464,1.43413488237965
"23",1.16662831445127,1.29041793238586,1.43213957457785,1.43521108955949,1.23415858403057,1.4345986288492,1.47123312605414
"24",1.25044414222802,1.31865372673158,1.49388556231123,1.43005069178551,1.2882783981376,1.41229667385556,1.4370924402497
"25",1.21084108661934,1.25242441396139,1.46904957239295,1.41087822780919,1.29182181056639,1.5422605102805,1.50011804842531
"26",1.25825167580257,1.28179871832082,1.36518218887311,1.43283269536924,1.17012106262948,1.51456495165539,1.53518192199328
"27",1.1587784776313,1.18858837977304,1.42111078662866,1.35653537246706,1.20606555703483,1.48984845600665,1.40523940427314
"28",1.21016768566406,1.29463325871786,1.40379560801481,1.39194588043429,1.12185452107144,1.41903898140859,1.42072914297452
"29",1.14687767916592,1.24146627534034,1.34345209641817,1.42781621184703,1.18197413074794,1.39621975308918,1.41942901021751
"30",1.24547780340722,1.25615564063702,1.33615165288175,1.39993635560344,1.21310105880833,1.33257427467442,1.57526281631739
"31",1.30091303615939,1.35706084533482,1.36206563332935,1.398121737814,1.18225656243895,1.35983076409714,1.28589637807121
"32",1.11852343816804,1.19924075999223,1.25481535097459,1.2532730950936,1.12528725138744,1.25918878405219,1.3376994739681
"33",1.13131323607086,1.09549909707249,1.19954620998032,1.20757870609535,1.11913328214464,1.2977769669206,1.38376150546276
"34",1.14637866387039,1.11397059836252,1.18622890138798,1.24270075811142,1.03525836556942,1.2290713734178,1.40102753492872
"35",1.27848613147211,1.24250496269387,1.28111940785186,1.37140789291946,1.19817378836664,1.31238323257207,1.22604409561176
"36",1.37152322408981,1.34318328132538,1.44624500166601,1.42387249169587,1.26617101526343,1.44359391119575,1.46004540058267
"37",1.54436968227612,1.44688192359599,1.52480122194854,1.61540006867504,1.47581047149656,1.52247961545928,1.49146965655214
"38",1.63571022601547,1.52159503803368,1.56675467349392,1.7267333564191,1.56291511796633,1.64387472865081,1.56325966441432
"39",1.59156488957866,1.62467951332498,1.70333509780423,1.71067593222637,1.65258084202636,1.64295432311817,1.35470008905944
