"","geohash","netdiff","netdiff2","netdiff3","netdiff4","netdiff5","netdiff6","netdiff7","netdiff8","netdiff9","netdiff10","netdiff11","netdiff12"
"909","dr5rkbj",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1
"910","dr5rkcv",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1
"911","dr5rkd1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1
"912","dr5rkd8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1
"913","dr5rke2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1
"914","dr5rke7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1
"915","dr5rke9",NA,NA,NA,-2,-3,-4,-2,-3,-2,-2,-3,-6
"916","dr5rkev",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1,-1
"917","dr5rkey",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2
"918","dr5rkfj",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1
"919","dr5rkhd",NA,NA,NA,NA,NA,NA,1,1,2,1,1,-1
"920","dr5rkhf",1,2,1,1,1,-1,-1,1,1,1,0,1
"922","dr5rkhg",-2,-1,0,-1,-2,-3,-3,-1,-2,-1,-1,-1
"923","dr5rkj1",NA,NA,NA,NA,NA,NA,NA,1,-1,1,1,1
"924","dr5rkj4",1,0,0,1,1,0,1,1,-1,1,3,2
"927","dr5rkj6",0,0,1,3,1,2,0,1,1,1,1,1
"930","dr5rkj7",1,1,1,2,1,1,2,1,2,1,0,0
"931","dr5rkje",1,0,2,2,1,1,0,1,2,2,2,2
"934","dr5rkjg",0,1,0,0,0,0,3,1,1,2,4,2
"937","dr5rkjh",NA,NA,NA,NA,NA,NA,NA,-1,-2,-2,-1,-1
"938","dr5rkjm",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1
"939","dr5rkjq",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"940","dr5rkjt",NA,NA,NA,NA,NA,NA,NA,NA,-2,-1,-1,1
"941","dr5rkju",1,0,0,1,1,-1,-1,-1,3,1,2,2
"944","dr5rkjz",-1,1,-1,-1,-1,0,2,-3,0,0,1,-2
"945","dr5rkk5",NA,NA,NA,NA,NA,NA,NA,-2,1,-1,-1,-1
"946","dr5rkkk",-3,0,1,0,1,1,-2,-1,-2,0,-3,-1
"947","dr5rkkr",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1
"948","dr5rkky",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"949","dr5rkmp",NA,NA,NA,-2,1,0,1,1,1,-1,-3,-3
"950","dr5rkmr",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"951","dr5rkmw",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"952","dr5rkn1",NA,NA,NA,NA,NA,NA,NA,NA,NA,-1,-1,-1
"953","dr5rkne",NA,NA,NA,NA,NA,NA,-1,-3,-1,-1,-1,-1
"954","dr5rkng",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1
"955","dr5rknh",1,3,1,3,4,3,-1,4,1,7,3,2
"959","dr5rknk",0,-1,3,3,5,0,1,2,0,1,-1,1
"963","dr5rknn",NA,NA,NA,NA,NA,NA,0,-1,-2,-1,0,-2
"964","dr5rknp",NA,NA,NA,NA,NA,NA,NA,-1,-1,-2,0,-1
"965","dr5rknq",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-4,-2
"966","dr5rknt",1,4,3,0,-1,2,2,2,6,1,1,2
"969","dr5rknv",2,0,-1,-1,1,1,1,-1,1,1,-3,4
"971","dr5rknw",NA,NA,NA,NA,NA,NA,NA,-1,-3,1,-3,0
"972","dr5rknz",0,-4,-3,-1,-3,-1,-4,-1,0,-3,-4,-4
"973","dr5rkpj",NA,NA,NA,NA,NA,NA,NA,NA,NA,-1,-1,-2
"974","dr5rkpk",NA,NA,NA,NA,NA,NA,NA,NA,NA,-2,1,-2
"975","dr5rkpm",-1,-3,-1,-2,-2,-3,-1,-4,2,-4,-4,-1
"977","dr5rkpn",3,-1,1,2,1,1,1,0,1,2,-1,4
"980","dr5rkpp",-1,-3,-1,-3,-4,0,-3,-2,-3,-1,1,-2
"981","dr5rkpq",1,-1,5,-2,5,3,1,-4,-5,1,-5,-3
"984","dr5rkpr",-2,1,-1,2,-3,-2,-2,-1,0,-3,-2,-1
"987","dr5rkps",-3,-2,-1,-1,-3,-3,-2,-3,-2,1,-2,-2
"988","dr5rkpt",-1,-3,1,-2,-3,-6,-2,-6,-2,-3,-7,-2
"989","dr5rkpv",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1,-2
"990","dr5rkpw",NA,NA,NA,NA,0,-1,-1,0,0,-1,-3,-1
"991","dr5rkpx",3,-3,-4,0,-2,0,0,0,-2,-1,-1,3
"994","dr5rkpy",-5,-1,-6,-3,-2,-4,-5,-6,-5,-3,-3,0
"995","dr5rkpz",2,5,1,1,-5,-4,0,-2,-9,-2,-8,3
"999","dr5rkq0",NA,NA,NA,NA,NA,-1,1,-1,0,-2,0,-1
"1000","dr5rkq2",NA,NA,NA,NA,NA,NA,NA,-2,1,-1,0,-1
"1001","dr5rkq9",NA,NA,1,0,0,-2,-1,0,1,1,0,1
"1002","dr5rkqb",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"1003","dr5rkqc",1,-1,-1,1,-1,1,-3,-1,-1,-3,1,-1
"1004","dr5rkqd",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1
"1005","dr5rkqf",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,-2
"1006","dr5rkqm",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2
"1007","dr5rkqp",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1,1
"1008","dr5rkqq",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1,-1
"1009","dr5rkqu",NA,NA,NA,NA,NA,NA,NA,NA,-2,-1,-1,-1
"1010","dr5rkqv",-2,-2,1,1,-3,-4,-3,-2,2,0,-2,2
"1012","dr5rkqy",NA,NA,NA,NA,NA,NA,NA,NA,1,0,-1,-1
"1013","dr5rkr1",NA,NA,0,0,-2,-1,-1,0,-1,0,-1,1
"1015","dr5rkr2",-4,-5,-4,-9,-7,-9,-4,-8,-8,-5,-7,-3
"1016","dr5rkr3",-3,-1,-1,-1,-1,-2,0,-5,1,-2,-3,0
"1017","dr5rkr4",-4,-2,-3,-3,-2,-1,-3,-2,-4,-2,2,-1
"1021","dr5rkr6",-2,-1,0,-2,1,-3,0,0,-2,0,-1,0
"1023","dr5rkr7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1
"1024","dr5rkr8",-1,-1,-2,-1,0,-1,-2,-2,-2,-5,-3,-3
"1025","dr5rkr9",-2,-1,-4,-3,-5,-6,-4,-5,0,-5,-4,-2
"1027","dr5rkrb",0,-1,-2,0,-1,-1,1,-2,-1,-3,-1,-2
"1028","dr5rkrc",-5,-1,-4,-7,-2,-10,-6,-4,-4,-6,-11,-3
"1029","dr5rkrd",-4,-5,-4,2,-3,-3,-5,-14,-3,-5,-1,-7
"1033","dr5rkre",-1,1,0,-2,-2,1,-1,-1,-2,1,0,-1
"1034","dr5rkrf",-4,-2,-6,-2,-6,-9,-6,-3,-4,-7,-2,-2
"1038","dr5rkrg",-13,-3,-4,0,-2,-10,-7,-9,0,-9,-14,-9
"1041","dr5rkrk",NA,NA,NA,NA,NA,NA,NA,NA,-1,-1,-1,1
"1042","dr5rkrn",NA,NA,NA,NA,NA,NA,NA,NA,NA,-2,1,-1
"1043","dr5rkru",NA,NA,NA,NA,NA,NA,NA,NA,NA,-2,0,-1
"1044","dr5rkrv",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-4,-3
"1045","dr5rkrx",0,-1,1,2,-2,3,1,-2,0,0,1,0
"1047","dr5rkry",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,-1
"1048","dr5rkrz",-1,-2,-2,2,0,-2,-1,-3,0,-2,-4,1
"1049","dr5rks5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2,-2
"1050","dr5rks8",-1,-4,-6,-3,-2,-3,-3,-4,-3,-2,-3,-3
"1051","dr5rkse",NA,NA,NA,NA,NA,NA,-2,-1,-1,-1,-2,-1
"1052","dr5rksj",NA,NA,NA,NA,NA,-1,-1,-1,-1,-1,-1,-1
"1053","dr5rkss",NA,NA,NA,NA,NA,NA,NA,-2,0,-2,-1,-2
"1054","dr5rksu",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1
"1055","dr5rksv",NA,NA,NA,NA,NA,NA,NA,0,-2,-1,0,-2
"1056","dr5rksy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1
"1057","dr5rkt1",NA,NA,NA,NA,NA,NA,NA,-1,-2,1,-1,-1
"1058","dr5rkt8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"1059","dr5rktj",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1
"1060","dr5rktn",1,-1,1,2,0,2,-1,0,-3,-2,-3,0
"1061","dr5rktt",-1,-1,0,1,1,0,-1,0,0,0,0,1
"1062","dr5rktu",NA,NA,NA,NA,NA,NA,NA,-1,0,0,1,1
"1064","dr5rku6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1
"1065","dr5rku7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1
"1066","dr5rku9",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-4
"1067","dr5rkuc",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1,-1
"1068","dr5rkum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1
"1069","dr5rkuz",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2,-1
"1070","dr5rkv1",NA,NA,NA,NA,NA,NA,NA,NA,-1,-1,-2,-1
"1071","dr5rkvf",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"1072","dr5rkvn",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1
"1073","dr5rkvs",NA,NA,NA,NA,NA,NA,NA,NA,-1,-1,-1,-1
"1074","dr5rkw1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1
"1075","dr5rkw6",1,-2,-2,0,-5,-4,-5,-9,-4,-1,-5,-1
"1078","dr5rkw7",3,0,0,1,3,3,-1,-2,-1,1,-1,0
"1080","dr5rkw8",NA,NA,NA,0,-1,-2,-2,1,-4,0,-1,-2
"1081","dr5rkw9",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1
"1082","dr5rkwc",-2,0,1,0,1,1,1,1,1,-1,0,0
"1085","dr5rkwd",0,-2,-2,1,-1,1,-1,0,0,-2,0,0
"1087","dr5rkwf",NA,NA,1,-2,0,0,1,0,-1,-2,-1,1
"1088","dr5rkwg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-3,-1
"1089","dr5rkwu",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2,1
"1090","dr5rkww",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1
"1091","dr5rkx0",0,-1,-1,1,0,2,-1,0,-1,-1,0,0
"1093","dr5rkx2",-1,-6,-1,-3,-2,-3,-2,-4,2,-1,-3,-1
"1097","dr5rkx3",NA,NA,NA,NA,NA,NA,NA,NA,NA,-1,-1,1
"1098","dr5rkx4",NA,NA,NA,NA,NA,NA,NA,-1,1,-1,-1,-2
"1099","dr5rkx6",NA,NA,NA,NA,NA,NA,-2,0,-2,-1,-3,-3
"1100","dr5rkx7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1
"1101","dr5rkxj",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-4
"1102","dr5rkxq",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1
"1103","dr5rkxv",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1,-1
"1104","dr5rkxw",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1,-2
"1105","dr5rkxz",NA,NA,NA,NA,NA,NA,NA,NA,1,-1,-3,-1
"1106","dr5rkyk",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1
"1107","dr5rkyn",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1
"1108","dr5rkz2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1,-1
"1109","dr5rkz5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1
"1110","dr5rkz7",NA,NA,NA,NA,NA,NA,NA,NA,-2,-1,-1,-4
"1111","dr5rkzc",NA,NA,NA,NA,0,-2,0,-2,-2,-2,0,-1
"1112","dr5rkze",NA,NA,NA,NA,NA,NA,NA,-1,-1,-2,-2,-1
"1113","dr5rkzh",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2
"1114","dr5rkzv",-2,-3,-3,-2,-4,-3,-1,-3,-2,-2,-2,-4
"1115","dr5rm28",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1,1
"1116","dr5rm34",NA,NA,NA,NA,NA,NA,NA,-1,-1,-1,-1,-1
"1117","dr5rm6y",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1
"1118","dr5rm7r",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1
"1119","dr5rmh5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1
"1120","dr5rmhd",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1
"1121","dr5rmje",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1
"1122","dr5rmjt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"1123","dr5rmk3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1
"1124","dr5rmnp",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1,0
"1125","dr5rmp5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1
"1126","dr5rs0h",NA,NA,NA,NA,NA,NA,NA,-3,-1,-3,-3,-1
"1127","dr5rs0j",-3,-5,0,-5,-2,1,-2,-1,-2,-3,-3,-3
"1128","dr5rs0m",-4,-1,-2,-2,-3,-2,-1,-4,-2,-5,-3,-1
"1129","dr5rs0n",-2,0,-2,-5,-2,-2,-1,-1,-1,-1,-2,-2
"1130","dr5rs0p",-4,-2,-1,1,-2,1,1,-2,-5,-2,-3,-1
"1131","dr5rs0q",-2,-3,-4,-1,-1,-4,-1,-2,-1,-6,-3,-1
"1132","dr5rs0r",-8,-10,-4,-5,-13,-7,-4,-8,-7,-6,-6,-4
"1133","dr5rs0t",NA,NA,NA,NA,NA,NA,NA,-3,-1,-6,-5,-5
"1134","dr5rs0v",-2,-2,-3,-2,-3,-2,-3,-1,-4,-6,-6,-3
"1136","dr5rs0x",-1,1,-3,-3,-1,-4,-2,-1,-2,-1,-2,-2
"1137","dr5rs0z",-1,0,-6,-3,-2,-1,-2,-6,-3,-5,-3,-1
"1139","dr5rs1n",NA,NA,NA,NA,NA,NA,-2,-1,-3,-2,-1,-1
"1140","dr5rs1p",-3,-2,-5,-1,-3,-4,-1,0,0,-1,-3,-3
"1141","dr5rs1w",NA,NA,NA,NA,NA,NA,NA,1,-1,-1,-1,-2
"1142","dr5rs1x",-4,-4,-11,-10,-9,-10,-4,-6,-20,-12,-14,-13
"1144","dr5rs1y",-1,-5,-4,-3,-5,-1,-5,-3,-6,-8,-12,-4
"1145","dr5rs1z",-2,-3,-1,-7,0,-1,-5,-3,-3,-6,-2,-2
"1146","dr5rs20",-3,0,10,-2,6,2,3,-3,8,0,0,-3
"1150","dr5rs21",-1,-2,-9,-11,-2,-9,-4,-12,-10,-2,-9,-6
"1151","dr5rs22",4,-1,3,0,4,-2,0,-2,-2,-1,2,2
"1155","dr5rs23",0,1,-1,-2,-2,-3,0,-1,-5,-1,-2,-2
"1156","dr5rs24",-3,-1,-1,-3,-4,-7,-5,-2,-2,-1,0,2
"1159","dr5rs25",-10,-12,-15,-6,-8,-2,-11,-17,-17,-11,-9,-3
"1163","dr5rs26",1,-1,0,-6,-1,0,-2,-1,-1,1,-1,1
"1165","dr5rs27",0,-2,1,0,-6,-2,-1,-3,-2,-2,1,0
"1168","dr5rs28",-4,0,0,-2,-1,-4,0,-2,-2,0,-3,-1
"1170","dr5rs29",-3,-2,1,-11,-2,1,-1,-1,-3,2,-2,-3
"1174","dr5rs2b",0,-3,-2,-8,-5,-2,-1,-5,-3,-6,-1,-5
"1175","dr5rs2c",-4,-2,0,-2,-1,-1,-3,-2,-5,-2,1,1
"1178","dr5rs2d",-6,-3,-1,0,-1,-2,-2,-4,-3,-3,-1,-5
"1180","dr5rs2e",-2,-2,-1,-1,-2,0,-1,-3,0,-1,-1,0
"1184","dr5rs2g",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,-1
"1185","dr5rs2h",-3,-2,-4,-3,-3,-5,-5,-4,-4,-6,-5,-2
"1186","dr5rs2k",0,-1,-1,-1,0,1,-5,-1,0,-3,-4,1
"1187","dr5rs2n",-6,-5,-8,-1,-4,-5,-3,0,-8,1,-5,0
"1190","dr5rs2q",NA,NA,NA,1,1,0,-1,1,0,-3,2,-1
"1191","dr5rs2s",0,-2,-1,1,-3,1,0,-1,1,-1,0,-3
"1192","dr5rs2t",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
"1193","dr5rs2v",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1,0
"1194","dr5rs2y",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1
"1195","dr5rs30",-4,-1,0,-1,-3,-1,1,-4,-1,-1,-2,-2
"1196","dr5rs31",-4,1,-7,-4,-2,-2,-6,-3,-4,-5,-3,-3
"1200","dr5rs32",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,0
"1201","dr5rs33",0,2,1,0,0,-1,3,3,-1,-1,-1,-1
"1205","dr5rs36",1,1,-1,0,2,3,-2,3,0,-2,1,0
"1209","dr5rs37",1,2,2,-1,2,1,2,1,2,2,1,0
"1213","dr5rs38",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1
"1214","dr5rs39",-9,-6,-12,-9,-7,-21,-12,-5,-6,-4,-6,-11
"1215","dr5rs3c",-2,-3,-2,-2,-5,-5,-1,-5,-4,-3,-3,-7
"1216","dr5rs3d",-15,-12,-11,-10,-22,-12,-12,-14,-10,-14,-17,-6
"1217","dr5rs3e",-1,-1,-2,-3,-5,-1,-3,-3,-1,0,-2,-2
"1219","dr5rs3h",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2,-1
"1220","dr5rs3k",-1,0,-1,-2,-2,-1,-3,-1,0,1,-2,-2
"1222","dr5rs3s",-8,-8,-5,-4,-5,-5,-3,-16,-5,-11,-6,-3
"1223","dr5rs3t",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2,-1
"1224","dr5rs3u",-4,-4,-6,-1,-2,-4,-2,-4,-2,-1,-3,-5
"1225","dr5rs3x",NA,NA,NA,NA,NA,NA,NA,NA,-2,-1,-1,-1
"1226","dr5rs40",NA,NA,NA,NA,NA,NA,NA,NA,NA,-1,-2,2
"1227","dr5rs42",-37,-38,-36,-58,-88,-66,-78,-127,-62,-55,-65,-52
"1231","dr5rs43",-1,-3,-1,-9,-9,-10,-13,-15,-6,-8,-7,-3
"1233","dr5rs48",-8,-3,-6,7,4,-10,-5,-6,-4,9,-5,-12
"1237","dr5rs49",-6,-9,-12,-13,-12,-16,-10,-14,-9,-4,-26,-8
"1241","dr5rs4b",-4,-6,-4,-4,0,-2,-2,-8,-1,-4,-4,-1
"1244","dr5rs4c",-2,-4,-7,-7,-8,-6,-4,-7,0,-7,-16,-8
"1248","dr5rs4d",-4,-1,-1,-4,-3,-4,0,-7,-5,-4,-5,-4
"1249","dr5rs4f",0,-2,-4,-1,-2,-2,-5,-1,-2,-1,0,-2
"1250","dr5rs4g",-2,0,-1,-1,-2,1,0,-1,1,1,1,-1
"1251","dr5rs4v",0,-2,0,-2,-5,-5,-5,-9,-3,-3,-7,-5
"1252","dr5rs4z",NA,NA,NA,NA,NA,-1,3,-2,1,1,0,1
"1253","dr5rs50",-5,-2,-5,-5,-6,-3,-6,-2,-1,-2,-8,-6
"1255","dr5rs51",0,1,-2,0,-4,-2,-1,-12,-6,-14,1,2
"1256","dr5rs54",-4,-4,-5,-5,-4,-7,-6,-9,-6,-9,-12,-5
"1259","dr5rs56",0,-2,-3,1,-1,-4,-3,0,-1,0,-2,1
"1261","dr5rs57",-5,-3,-5,-3,-5,-1,-4,-4,-2,0,-3,-7
"1263","dr5rs58",1,1,0,-1,-3,-8,4,1,-3,-4,-4,-4
"1267","dr5rs59",NA,NA,NA,NA,NA,NA,NA,NA,NA,2,-2,0
"1270","dr5rs5b",-7,-2,-10,-8,-2,-25,-10,-9,-8,-8,-16,-1
"1274","dr5rs5c",-7,-8,-11,1,-6,-23,-4,-12,-8,0,-5,-12
"1278","dr5rs5e",-19,-9,-12,-17,-19,-18,-17,-17,-16,-11,-17,-13
"1282","dr5rs5f",-4,-11,-18,-13,-17,-19,-15,-16,-12,-10,-18,-9
"1286","dr5rs5g",-6,-5,-6,-9,-8,-4,-8,-5,-6,-14,-5,-12
"1287","dr5rs5j",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2,-2
"1288","dr5rs5k",-2,1,2,-1,1,-3,-1,-5,0,-2,-1,-2
"1290","dr5rs5m",-1,-1,0,2,-3,-4,1,-1,-4,-5,-4,-4
"1293","dr5rs5q",-1,0,3,-3,-3,-2,-1,-1,-2,-1,-3,-5
"1294","dr5rs5r",-2,-1,-2,-2,1,-1,0,-1,1,-1,-3,1
"1296","dr5rs5s",-21,-31,-18,-31,-23,-32,-26,-28,-23,-17,-34,-34
"1300","dr5rs5t",-9,-13,-5,-8,-5,-13,-9,-9,-14,-6,-8,-7
"1301","dr5rs5u",-20,-7,-17,-19,-19,-12,-11,-23,-15,-16,-15,-14
"1305","dr5rs5v",-8,-11,-15,-11,-18,-11,-1,-11,-16,-14,-10,-7
"1309","dr5rs5w",-9,-6,-8,-6,-5,-4,-9,-14,-11,-9,-7,-10
"1310","dr5rs5x",-2,-15,-15,-11,-4,-12,-11,-14,-17,-6,-11,-10
"1313","dr5rs5y",NA,NA,-5,-3,-2,-3,0,1,-4,-1,-3,-2
"1314","dr5rs5z",-4,-6,-4,-1,-6,-5,0,-2,-2,-4,-4,-2
"1315","dr5rs6e",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"1316","dr5rs70",-1,-1,-1,0,-3,-1,-2,-1,0,0,0,1
"1317","dr5rs71",NA,NA,NA,NA,NA,NA,-2,-2,1,-1,-1,-1
"1318","dr5rs72",-1,0,0,-2,-1,-3,-5,-1,1,-3,1,-5
"1320","dr5rs75",NA,NA,NA,NA,NA,-3,-1,-1,-2,-1,-4,-1
"1321","dr5rs78",-3,-3,-4,0,-9,-10,-8,-4,-4,-7,-4,0
"1325","dr5rs79",NA,NA,NA,NA,NA,NA,NA,NA,-1,-4,-5,-3
"1326","dr5rs7b",-20,-15,-12,-9,-16,-10,-14,-14,-7,-6,-9,7
"1330","dr5rs7c",-1,-10,-13,-5,-6,-8,-4,-6,-3,-3,-5,0
"1333","dr5rs7d",-2,-2,-3,-4,-1,-4,-1,-4,-4,-3,-2,0
"1334","dr5rs7e",-10,-4,-4,-4,-2,-1,-3,-2,-3,-3,-1,-1
"1335","dr5rs7f",-5,-7,-6,-2,-10,-11,-10,-9,-4,-3,-5,-3
"1338","dr5rs7g",-4,-2,-4,-3,-1,-3,-5,-4,-1,-2,-1,-2
"1339","dr5rs7j",NA,NA,NA,NA,NA,NA,NA,NA,NA,-1,-6,-1
"1340","dr5rs7k",-1,-2,-1,-2,-1,-1,1,-1,-1,-1,-3,-1
"1341","dr5rs7m",-2,-3,-3,-2,-5,0,-2,-1,-3,-2,-1,-2
"1342","dr5rs7p",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1,-1
"1343","dr5rs7q",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-4
"1344","dr5rs7s",-1,-4,-3,-3,-4,-2,-8,-4,-2,-6,-8,-7
"1346","dr5rs7t",-1,-3,-2,-1,-1,-2,-2,-3,-2,-1,-4,-2
"1347","dr5rs7u",-6,-3,-5,-6,-3,-3,-1,-11,-9,-2,-7,-11
"1348","dr5rs7v",NA,NA,-2,0,-3,-1,-1,-1,-1,-4,1,-2
"1349","dr5rs7w",NA,NA,NA,NA,NA,NA,NA,-3,-3,-2,-5,-3
"1350","dr5rs7y",-8,-5,-5,-7,-6,-5,-7,-4,-5,-2,0,-5
"1352","dr5rs7z",-3,-10,-2,-6,-7,-8,-3,-8,-5,-5,-5,-4
"1353","dr5rs82",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1
"1354","dr5rs8k",NA,NA,-3,-3,-1,-1,-3,-2,-1,-1,-2,-2
"1355","dr5rs91",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,-1,-1
"1356","dr5rs96",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1
"1357","dr5rsb0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1,-1
"1358","dr5rsb2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"1359","dr5rsbn",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"1360","dr5rsbs",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1
"1361","dr5rscr",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1,-1
"1362","dr5rscw",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1
"1363","dr5rscz",NA,NA,NA,NA,NA,NA,NA,NA,NA,-3,-1,-2
"1364","dr5rse2",NA,NA,NA,NA,NA,NA,NA,NA,NA,-3,-1,-3
"1365","dr5rse6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1,0
"1366","dr5rse9",-5,-4,-3,-3,-1,-3,-5,-8,-5,-3,-7,-2
"1368","dr5rseb",-8,-4,-5,-2,-4,-8,-3,-4,-8,-1,-8,-3
"1370","dr5rsec",-5,-4,-1,-2,-6,-6,-4,-8,-5,-7,-3,-1
"1371","dr5rsed",-5,-6,-6,-4,-7,-6,-5,-3,-3,-12,-16,-12
"1372","dr5rsee",NA,NA,NA,NA,NA,-7,-7,-8,-6,-8,-5,-7
"1373","dr5rsfr",NA,NA,NA,-4,-5,-2,-4,-2,-2,-3,-7,-6
"1374","dr5rsfs",NA,NA,NA,NA,NA,NA,NA,NA,NA,-2,-1,-2
"1375","dr5rsfw",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2,-1
"1376","dr5rsfx",-1,-1,-2,-4,-4,-4,-3,-3,-2,-1,-3,-5
"1377","dr5rsfy",0,-4,-4,-1,-7,-6,-1,-4,-3,-1,-7,-4
"1378","dr5rsfz",NA,NA,NA,NA,-4,-2,-2,-2,-1,-1,-6,-3
"1380","dr5rsg4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1
"1381","dr5rsg5",-3,-1,-4,-2,-1,-1,-2,-2,-3,-3,-4,-2
"1382","dr5rsgh",-3,-3,-3,-1,0,-4,-1,-1,-5,-1,-2,-1
