"","geohash","netdiff","netdiff20","netdiff21","netdiff22","netdiff23","netdiff24","netdiff25","netdiff26","netdiff27","netdiff28","netdiff29","netdiff30"
"1122","dr5rkde",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2
"1123","dr5rkdf",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1
"1124","dr5rke2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2,-1
"1125","dr5rke3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1,1
"1126","dr5rke4",NA,NA,NA,NA,NA,NA,NA,NA,NA,-1,-1,-2
"1127","dr5rke5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"1128","dr5rke6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1,-2
"1129","dr5rke9",NA,NA,NA,NA,NA,NA,NA,NA,NA,-2,-1,-2
"1130","dr5rkeb",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2
"1131","dr5rkec",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2
"1132","dr5rkef",-1,-3,-1,-1,-2,-2,-2,-1,-1,-2,-1,-1
"1133","dr5rket",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1
"1134","dr5rkey",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2
"1135","dr5rkgy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1
"1136","dr5rkhf",2,3,0,0,1,0,1,-1,-1,0,1,1
"1137","dr5rkhs",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1
"1138","dr5rkj4",0,2,0,0,-1,0,1,-1,1,1,0,1
"1142","dr5rkj6",2,1,1,0,0,0,1,1,-1,0,1,-2
"1143","dr5rkj7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
"1146","dr5rkjc",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1,-1
"1147","dr5rkje",0,1,0,-1,0,2,1,1,3,1,1,3
"1149","dr5rkjf",NA,NA,NA,NA,NA,NA,NA,NA,-2,-1,1,-1
"1150","dr5rkjg",-1,0,-1,0,2,1,2,0,-1,1,1,0
"1152","dr5rkjh",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-3,-1
"1153","dr5rkjk",NA,NA,-1,-3,-1,1,-1,-2,-1,-4,-1,-1
"1154","dr5rkjp",NA,NA,NA,NA,NA,NA,NA,NA,-2,-1,0,1
"1155","dr5rkjq",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,-1
"1156","dr5rkjs",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-3,-2
"1157","dr5rkju",1,1,2,0,1,-1,1,1,1,0,1,-2
"1160","dr5rkjv",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-3
"1161","dr5rkjw",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"1164","dr5rkjz",NA,NA,NA,NA,NA,NA,NA,NA,1,-2,0,-1
"1167","dr5rkk5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1,-2
"1168","dr5rkke",NA,NA,NA,NA,NA,NA,NA,NA,-2,-1,0,0
"1169","dr5rkkk",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1
"1171","dr5rkkt",NA,NA,NA,NA,NA,NA,NA,-1,1,-1,1,2
"1172","dr5rkky",NA,NA,NA,NA,NA,NA,0,0,0,2,1,-1
"1174","dr5rkm2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-3
"1175","dr5rkm8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2
"1176","dr5rkmj",NA,NA,NA,NA,NA,NA,NA,NA,0,-2,-1,-2
"1177","dr5rkmw",0,-4,-6,-2,0,-2,-3,1,-4,-3,-7,-1
"1178","dr5rkn0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1
"1179","dr5rkn1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1,-1
"1180","dr5rkn2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1
"1181","dr5rkn4",-1,-2,-1,-1,1,-2,1,-2,1,-1,0,0
"1182","dr5rkn7",-2,-4,0,-1,-2,-2,-1,-2,-1,-1,-2,-2
"1183","dr5rknd",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1
"1184","dr5rkne",NA,NA,NA,NA,NA,NA,NA,NA,-2,-1,-2,-1
"1185","dr5rknh",1,1,-1,-2,2,2,1,3,2,-1,0,1
"1188","dr5rknj",NA,NA,NA,NA,NA,-2,0,-2,-3,-1,-2,-1
"1189","dr5rknk",NA,NA,NA,NA,NA,0,1,0,1,2,1,-4
"1192","dr5rknn",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1,-1
"1193","dr5rknq",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2,-1
"1194","dr5rknt",5,2,1,-1,0,1,-1,1,0,1,0,1
"1196","dr5rknv",1,0,0,1,0,-1,1,1,1,0,0,-1
"1199","dr5rknx",NA,NA,NA,NA,NA,NA,NA,NA,NA,-2,-2,-1
"1200","dr5rkny",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"1201","dr5rknz",1,-1,-3,-2,1,-2,-2,-4,-3,-1,-3,-4
"1202","dr5rkpg",NA,NA,NA,1,-1,-2,-2,-1,-1,-1,-1,0
"1203","dr5rkph",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-3
"1204","dr5rkpn",0,1,0,0,3,2,1,0,0,1,2,1
"1207","dr5rkpq",-9,-1,-1,2,-1,-2,3,-4,-2,1,0,0
"1212","dr5rkpr",0,-4,-4,-1,-2,-3,0,-5,-2,0,-2,-2
"1215","dr5rkpt",-4,-2,-5,-3,-6,-2,-3,-2,-4,-1,0,-3
"1217","dr5rkpv",NA,NA,NA,NA,NA,NA,NA,NA,-2,-1,-5,-5
"1218","dr5rkpx",1,2,1,1,-1,-1,0,-1,-6,0,0,-2
"1223","dr5rkpy",NA,NA,-2,0,0,-7,-3,-2,-5,0,-2,1
"1224","dr5rkpz",1,0,-7,0,-3,-4,1,-2,-2,-5,-3,-1
"1227","dr5rkq9",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
"1229","dr5rkqb",NA,NA,NA,NA,NA,NA,NA,NA,NA,-1,1,-2
"1230","dr5rkqc",1,-1,0,1,0,-3,0,0,0,1,0,1
"1232","dr5rkqe",NA,NA,NA,NA,NA,NA,NA,NA,NA,-2,-1,-1
"1233","dr5rkqp",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0
"1236","dr5rkqr",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1
"1237","dr5rkqs",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1
"1238","dr5rkqt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1,-1
"1239","dr5rkqu",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1,1
"1240","dr5rkqv",-1,1,-1,0,-6,-5,2,-2,-3,0,1,2
"1242","dr5rkqx",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2
"1243","dr5rkr0",-3,-4,-4,-5,-2,-3,1,-3,-1,-4,-2,-2
"1244","dr5rkr1",-1,-1,-1,1,0,1,-3,1,-3,-1,-1,-2
"1245","dr5rkr2",-4,-4,-9,-3,-1,-3,-4,-2,-10,-1,-3,-5
"1249","dr5rkr3",-1,-3,-3,1,-3,0,0,-4,-1,0,-1,-5
"1250","dr5rkr4",-2,-4,-4,-2,-2,-7,-1,-3,-4,2,-5,-1
"1253","dr5rkr5",NA,NA,NA,NA,NA,0,-1,-1,0,-2,-4,0
"1254","dr5rkr6",1,3,1,-1,0,-2,-4,-1,0,-2,-2,-1
"1257","dr5rkr7",NA,NA,NA,NA,NA,NA,NA,NA,1,-3,-2,-3
"1259","dr5rkr8",-2,-1,-3,-1,0,-2,-3,-1,-3,-1,-5,-1
"1260","dr5rkr9",-4,-2,-2,0,-4,0,-6,-3,-1,-3,-3,-6
"1261","dr5rkrc",-5,-9,-4,-4,-5,-8,-6,-8,-5,-6,-4,-13
"1264","dr5rkrd",-1,-8,-2,-7,-5,-9,0,-2,-5,0,2,-3
"1269","dr5rkre",-1,-1,-1,-5,1,-3,-4,-1,-1,1,0,-3
"1270","dr5rkrf",-2,-3,-7,-7,-3,-8,-3,-7,-6,-7,-8,-7
"1274","dr5rkrg",-7,0,-2,-9,-8,-14,-4,-4,-2,-1,-10,-3
"1277","dr5rkrh",NA,NA,-1,-3,-2,-2,1,-1,-1,0,0,-1
"1279","dr5rkrk",NA,NA,NA,NA,NA,NA,NA,NA,-3,-1,-2,-1
"1280","dr5rkrm",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1
"1281","dr5rkrn",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-3,-1
"1282","dr5rkrq",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2,-1
"1283","dr5rkrr",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2,-1
"1284","dr5rkrt",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,-2
"1285","dr5rkru",-6,-2,-1,-9,-2,-5,-4,-4,-3,0,-1,0
"1287","dr5rkrv",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1
"1288","dr5rkrw",-11,-8,-21,-11,-9,-25,-16,-6,-15,-10,-11,-12
"1289","dr5rkrx",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"1292","dr5rkry",NA,NA,NA,NA,NA,NA,NA,NA,-2,-1,-3,-2
"1293","dr5rkrz",0,0,1,-4,-1,-2,-1,0,-2,1,3,-2
"1295","dr5rks8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2
"1296","dr5rksc",NA,NA,NA,NA,NA,NA,NA,NA,-1,-1,0,-1
"1297","dr5rkse",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1,-2
"1298","dr5rksg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1,-1
"1299","dr5rksr",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-4
"1300","dr5rksv",NA,NA,NA,NA,NA,NA,NA,-2,-2,-1,-3,-3
"1301","dr5rksw",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1
"1302","dr5rksx",NA,NA,NA,NA,NA,NA,NA,-4,-2,0,-1,0
"1304","dr5rksz",-1,-2,1,-1,-2,0,-1,0,0,-1,0,-3
"1306","dr5rkt1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1
"1307","dr5rkt2",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,-3,-1
"1308","dr5rkt3",NA,NA,NA,NA,NA,NA,NA,NA,NA,-1,-1,-1
"1309","dr5rkt8",-6,0,-5,1,0,-1,-1,0,-3,-2,-1,1
"1310","dr5rktc",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,-1
"1311","dr5rktn",2,-1,-2,-1,1,2,0,0,-1,-1,0,0
"1312","dr5rktq",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1
"1313","dr5rktt",3,-1,0,1,1,-2,1,2,-2,-1,1,0
"1317","dr5rktu",-2,1,-1,0,0,-1,1,0,0,1,-1,-1
"1318","dr5rkuk",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1
"1319","dr5rkun",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"1320","dr5rkut",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1,-4
"1321","dr5rkv1",NA,NA,NA,NA,-2,-2,-1,0,-1,-1,-3,0
"1322","dr5rkvh",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1
"1323","dr5rkvs",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"1324","dr5rkvt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1
"1325","dr5rkw1",NA,NA,NA,NA,NA,NA,NA,-4,-1,1,1,0
"1326","dr5rkw3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"1327","dr5rkw4",-1,1,-2,-2,-1,-2,-3,0,0,0,-1,-2
"1328","dr5rkw5",1,0,0,1,-1,0,0,-3,-2,-1,2,-5
"1331","dr5rkw6",0,-4,0,1,-4,-3,1,-6,-6,-2,0,-3
"1335","dr5rkw7",0,-3,0,-3,-2,0,-2,1,-2,1,1,-1
"1337","dr5rkw8",1,1,-1,0,0,1,-1,-1,-2,1,1,-1
"1338","dr5rkw9",NA,NA,NA,NA,NA,NA,NA,NA,NA,-2,1,1
"1339","dr5rkwc",1,4,-1,1,-3,1,1,-2,0,0,1,-1
"1340","dr5rkwd",-4,-1,-3,-3,-1,0,-3,-3,-6,-1,-5,-5
"1341","dr5rkwf",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"1342","dr5rkwg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0
"1343","dr5rkwh",0,-2,0,0,-1,1,-2,-2,0,-6,-2,-5
"1344","dr5rkwt",NA,NA,NA,NA,NA,NA,NA,-1,-1,-1,-3,-1
"1345","dr5rkwu",NA,NA,NA,NA,NA,NA,NA,-1,0,-4,1,-2
"1346","dr5rkwv",NA,NA,NA,NA,NA,NA,NA,NA,NA,-1,-1,-1
"1347","dr5rkx0",-8,-2,-8,-3,0,-3,-5,-4,-1,0,-2,-5
"1351","dr5rkx1",1,1,0,1,-4,-3,0,2,-3,-3,-2,-2
"1353","dr5rkx2",-4,5,-7,-2,-6,-6,-2,0,-3,-1,-4,-5
"1356","dr5rkxf",NA,NA,NA,NA,NA,NA,NA,NA,-1,-1,-1,-1
"1357","dr5rkxp",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1,-2
"1358","dr5rkxq",1,1,-2,0,-1,-1,0,-1,-1,0,-2,1
"1359","dr5rkxr",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2
"1360","dr5rkxv",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"1361","dr5rkxx",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1,-2
"1362","dr5rkxz",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1,-1
"1363","dr5rky4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1
"1364","dr5rkyb",NA,NA,NA,NA,NA,NA,NA,NA,-1,-1,-2,-2
"1365","dr5rkyj",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1
"1366","dr5rkyk",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1
"1367","dr5rkys",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1,-1
"1368","dr5rkyv",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1,-2
"1369","dr5rkz2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2,-1
"1370","dr5rkz3",NA,NA,NA,NA,NA,NA,NA,-1,-1,-1,0,-1
"1371","dr5rkz4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1
"1372","dr5rkz6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2
"1373","dr5rkzb",-1,-1,-3,-3,-1,-6,1,-5,-2,0,-1,0
"1374","dr5rkzc",-1,0,-3,1,-3,1,0,-2,-2,-3,-1,-1
"1376","dr5rkzf",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,-1
"1378","dr5rkzg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1,-1
"1379","dr5rkzh",NA,NA,NA,NA,NA,NA,NA,NA,NA,-3,-2,1
"1380","dr5rkzk",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2
"1381","dr5rkzv",NA,NA,NA,NA,NA,NA,-2,0,-2,-2,-5,-4
"1382","dr5rkzz",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,-1
"1383","dr5rm00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,-1
"1384","dr5rm25",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1,-1
"1385","dr5rm2c",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,-2
"1386","dr5rm2t",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1
"1387","dr5rm4h",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1
"1388","dr5rm5b",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1
"1389","dr5rm5w",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2
"1390","dr5rm7d",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1
"1391","dr5rmc4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1
"1392","dr5rmhc",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1,-1
"1393","dr5rmhg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1
"1394","dr5rmjs",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1
"1395","dr5rmn2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1
"1396","dr5rmp8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1,-1
"1397","dr5rmpe",NA,NA,NA,NA,NA,NA,NA,0,0,1,1,1
"1399","dr5rmpq",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,-4,1
"1400","dr5rmpv",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1
"1401","dr5rmqc",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1
"1402","dr5rmqx",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1
"1403","dr5rmr1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1
"1404","dr5rmr6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1
"1405","dr5rmrb",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1
"1406","dr5rmru",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1
"1407","dr5rmw1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1
"1408","dr5rmyh",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"1409","dr5rmz7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2
"1410","dr5rqh1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1
"1411","dr5rr72",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1
"1412","dr5rs05",NA,NA,NA,NA,NA,NA,NA,NA,-4,-4,-1,-4
"1413","dr5rs0j",-3,-2,-2,-1,-1,0,0,1,0,-1,-1,-1
"1414","dr5rs0k",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,-1
"1415","dr5rs0n",NA,NA,NA,NA,NA,NA,NA,1,-5,0,-5,-6
"1416","dr5rs0q",-2,-4,-5,-2,-3,-6,-1,-1,-6,-5,-7,-8
"1417","dr5rs0r",-2,-3,-9,-9,-9,-8,-4,-3,-8,-7,-13,-10
"1418","dr5rs0s",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1
"1419","dr5rs0t",-1,-1,-2,-1,-3,-2,0,-3,-2,-3,-2,0
"1420","dr5rs0v",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1
"1421","dr5rs0w",NA,NA,NA,-1,-1,0,-1,1,1,1,0,-2
"1422","dr5rs0x",NA,NA,NA,NA,NA,NA,NA,NA,-1,-4,0,-4
"1423","dr5rs0y",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2
"1424","dr5rs0z",-4,-1,-6,-5,-5,-4,-5,-3,-4,-2,-3,-4
"1425","dr5rs1n",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2
"1426","dr5rs1p",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"1427","dr5rs1q",NA,NA,NA,NA,NA,NA,NA,NA,NA,-1,-1,-1
"1428","dr5rs1r",NA,NA,NA,NA,-1,-1,-2,-1,-4,-4,-2,-2
"1429","dr5rs1w",-2,1,-3,2,0,0,-2,-6,-5,-2,0,-3
"1430","dr5rs1x",-2,-4,-6,-13,-15,-10,-8,-12,-8,-12,-9,-17
"1432","dr5rs1z",-1,-4,-2,-3,-3,-4,1,-5,0,-3,-3,0
"1434","dr5rs20",-5,-9,-3,-1,-3,0,-2,0,0,3,2,-6
"1439","dr5rs21",-9,-9,-9,-5,-9,-12,-7,-3,-8,-7,-8,-10
"1440","dr5rs22",0,-2,-2,-2,-2,0,0,-5,0,0,-1,0
"1444","dr5rs23",-1,1,-6,-6,-2,-13,-15,-11,-10,-2,-7,-4
"1445","dr5rs24",-2,-2,-4,-1,-1,-2,-2,0,-2,-1,-2,1
"1447","dr5rs25",-8,-3,-6,-3,-8,-13,1,-10,-6,-9,-7,-5
"1448","dr5rs26",-2,-1,-1,-1,-2,0,-3,-3,-1,-2,2,-3
"1449","dr5rs27",0,1,-2,-4,0,-2,-1,1,0,-2,0,-2
"1452","dr5rs28",-5,-2,0,-2,-2,-2,-4,-4,0,-2,-2,-3
"1454","dr5rs29",2,-2,1,-1,-2,0,-1,-2,0,2,-4,-2
"1458","dr5rs2b",-5,-4,-9,-3,-6,-2,-2,-3,-5,0,-7,-12
"1459","dr5rs2c",NA,NA,NA,NA,NA,NA,NA,NA,-1,-2,-3,0
"1460","dr5rs2d",NA,NA,NA,NA,NA,NA,NA,-2,-1,-2,0,-5
"1462","dr5rs2e",0,-3,1,-3,-4,-4,-1,-1,0,0,-1,-3
"1465","dr5rs2g",NA,NA,NA,NA,NA,NA,NA,1,-4,-1,-1,-1
"1466","dr5rs2h",-7,-15,-19,-14,-8,-9,-2,-6,-2,-5,-10,-4
"1467","dr5rs2k",-1,-5,-6,-8,-6,-3,-2,-3,-7,-4,-4,-3
"1468","dr5rs2n",-2,-1,-16,-8,-4,-8,-2,-6,-13,-10,-5,-5
"1473","dr5rs2p",-4,-3,-3,-3,-3,-2,-1,0,-1,-1,1,-1
"1477","dr5rs2q",1,-4,-3,-1,-1,1,-2,-2,-3,-1,0,-1
"1481","dr5rs2s",NA,NA,NA,NA,NA,NA,NA,NA,0,-3,0,-3
"1483","dr5rs2t",NA,NA,NA,NA,NA,NA,NA,1,1,-3,1,0
"1484","dr5rs2v",NA,NA,NA,NA,NA,NA,NA,NA,0,-2,0,-1
"1485","dr5rs2x",-6,-4,-2,-2,-3,-3,-2,-5,-5,-2,-2,-2
"1486","dr5rs30",0,-3,-4,-4,-1,-4,-2,-2,-3,-4,-4,-3
"1487","dr5rs31",-3,-5,0,0,3,-3,-2,0,-4,0,2,-1
"1489","dr5rs32",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1
"1490","dr5rs33",1,-1,2,-2,2,0,-2,0,1,-1,1,0
"1492","dr5rs36",0,0,0,-1,3,0,0,0,-3,0,-4,-1
"1495","dr5rs37",0,1,0,0,-2,3,0,-2,-4,-4,-1,-3
"1498","dr5rs38",-2,-3,-1,-2,-3,-4,-4,0,-3,-2,0,-4
"1499","dr5rs39",-13,-11,-17,-6,-14,-8,-10,-5,-16,-5,-10,-9
"1501","dr5rs3c",-2,-5,-9,-1,-4,-3,-5,-7,-4,-4,-2,-5
"1502","dr5rs3d",-8,-12,-13,-7,-6,-13,-10,-6,-15,-15,-10,-13
"1506","dr5rs3e",-3,-4,0,-5,-3,-4,-4,-2,-2,-2,-4,-6
"1507","dr5rs3f",-2,1,-1,-1,0,-1,-2,-1,-2,-2,-3,-2
"1508","dr5rs3g",NA,NA,NA,NA,NA,NA,NA,NA,NA,-1,-2,-3
"1509","dr5rs3h",NA,NA,NA,NA,NA,NA,NA,1,1,-1,1,-1
"1510","dr5rs3k",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2
"1512","dr5rs3n",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1
"1513","dr5rs3p",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1
"1514","dr5rs3s",-8,-10,-15,-12,-15,-14,-6,-4,-11,-8,-7,-6
"1517","dr5rs3u",-9,-13,-10,-10,-16,-12,-12,-10,-10,-5,-8,-14
"1518","dr5rs3v",NA,NA,NA,NA,NA,NA,NA,NA,-2,1,-2,-4
"1520","dr5rs3w",NA,NA,NA,NA,NA,NA,NA,NA,NA,-1,-1,-1
"1521","dr5rs3x",NA,NA,NA,NA,NA,NA,NA,-1,-2,-3,-2,-2
"1522","dr5rs42",-8,-16,-17,-17,-32,-19,-27,-27,-17,-16,-11,-28
"1526","dr5rs43",-1,-2,-5,-6,-7,-5,-2,-1,-4,0,-4,-6
"1527","dr5rs48",0,4,-8,-10,-13,-6,-10,-10,-11,-23,3,-20
"1532","dr5rs49",-9,-8,-10,-8,-14,-9,-11,-6,-18,-9,-12,-11
"1534","dr5rs4b",1,-1,-6,0,-6,-6,0,1,-2,-3,-2,-4
"1537","dr5rs4c",2,-5,-9,-11,-1,-13,-11,-11,-12,-10,-6,-13
"1542","dr5rs4d",-2,-4,-2,0,-3,-7,-5,-3,-1,-2,-1,-2
"1544","dr5rs4e",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"1546","dr5rs4f",-2,-1,-2,-1,0,3,-4,-6,-3,0,-1,-3
"1548","dr5rs4u",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1
"1549","dr5rs4v",-1,-4,0,-2,-1,-4,-4,-4,-4,0,-1,-1
"1552","dr5rs4y",NA,NA,NA,NA,NA,1,0,-1,0,1,-2,-2
"1553","dr5rs4z",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,-1
"1554","dr5rs50",-7,-3,-9,-11,-14,-7,-2,-13,-6,-3,-5,-8
"1556","dr5rs52",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"1557","dr5rs54",0,-5,-7,-7,-4,-11,-3,-5,-4,-4,-6,-5
"1560","dr5rs56",0,-1,-2,-2,-1,-4,0,2,-4,0,-1,0
"1563","dr5rs57",1,-4,0,1,0,0,-2,-1,0,-3,-3,-3
"1565","dr5rs58",-1,-3,-7,1,-5,-8,-3,-1,-5,-8,3,-13
"1570","dr5rs5b",-10,-8,-17,-5,-14,-7,-8,-6,-17,-5,-12,-8
"1575","dr5rs5c",-10,-4,-27,-14,-15,-18,-15,-5,-20,-6,-2,-24
"1580","dr5rs5e",-9,-17,-16,-14,-19,-5,-6,-13,-16,-13,-12,-13
"1585","dr5rs5f",-11,-8,-19,-7,-14,-18,-12,-5,-5,-6,-8,-19
"1589","dr5rs5g",-6,-10,-6,-8,-11,-13,-11,-6,-14,-9,-5,-14
"1590","dr5rs5k",1,-1,-3,1,1,0,1,0,0,0,-1,1
"1591","dr5rs5m",0,0,-1,-3,-3,1,-2,-2,-5,-1,-3,-3
"1594","dr5rs5n",-1,-2,-1,-1,-2,-1,-2,0,-3,-3,-1,-2
"1595","dr5rs5q",0,-1,-6,0,0,-1,-4,-5,-2,1,-1,-4
"1596","dr5rs5r",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1
"1598","dr5rs5s",-20,-26,-29,-23,-13,-33,-21,-18,-32,-25,-16,-25
"1602","dr5rs5t",-10,-7,-8,-7,-3,-9,-6,-11,-14,-8,-7,-9
"1603","dr5rs5u",-14,-22,-19,-19,-14,-24,-10,-15,-16,-11,-12,-26
"1607","dr5rs5v",-6,-2,-12,-10,-10,-11,-9,-13,-13,-10,-9,-8
